order_id,order_date,store,sku,product_name,category,quantity,unit_price
52424,2025-05-21,kennesaw,SKU-2001,Office Chair,Furniture,6,189.00
52330,02/18/2025,KENNESAW,SKU-3002,Gel Pens 12ct,Office Supplies,1,11.99
51876,2025-05-05,Smyrna,SKU-3002,Gel Pens 12ct,Office Supplies,5,11.99
52377,02/14/2025,Alpharetta,SKU-2001,Office Chair,Furniture,1,189.00
50956,2025-05-23,Kennesaw,SKU-1002,Mechanical Keyboard,Electronics,4, 89.99 
50982,2025-01-22,Atlanta,SKU-2001,Office Chair,Furniture,1,189.00
51994,06/13/2025,Alpharetta,SKU-1002,Mechanical Keyboard,Electronics,6,89.99
50193,2025-04-18,MARIETTA,SKU-1002,Mechanical Keyboard,Electronics,6,89.99
51419,03/06/2025,smyrna,SKU-3001,Notebook 3-Pack,Office Supplies,6,$8.49
51085,2025-06-21,KENNESAW,SKU-2001,Office Chair,Furniture,2,189.00
51251,29-May-2025,Alpharetta,SKU-3001,Notebook 3-Pack,Office Supplies,3,8.49
51363,08-Apr-2025,Atlanta,SKU-2001,Office Chair,Furniture,1,189.00
51303,2025-05-30,Marietta,SKU-2001,Office Chair,Furniture,4,189.00
50506,2025-06-06,Alpharetta,SKU-3002,Gel Pens 12ct,Office Supplies,1,11.99
52573,06-May-2025,Atlanta,SKU-2002,Standing Desk,Furniture,2,$349.00
52778,02/21/2025,Smyrna,SKU-3003,Desk Organizer,Office Supplies,5,21.50
52243,03-Apr-2025,MARIETTA,SKU-2001,Office Chair,Furniture,4,189.00
51823,25-Apr-2025,atlanta,SKU-3002,Gel Pens 12ct,Office Supplies,5,11.99
51082,2025-05-12,Kennesaw,SKU-2001,Office Chair,Furniture,6,189.00
50021,2025-05-19,MARIETTA,SKU-3001,Notebook 3-Pack,Office Supplies,6,$8.49
50767,2025-04-20,ALPHARETTA,SKU-3001,Notebook 3-Pack,Office Supplies,3,8.49
50163,2025-06-18,MARIETTA,SKU-1002,Mechanical Keyboard,Electronics,2,$89.99
51221,2025-06-28,Kennesaw,SKU-3002,Gel Pens 12ct,Office Supplies,2,$11.99
50785,05/08/2025,Atlanta,SKU-2002,Standing Desk,Furniture,3, 349.00 
52069,2025-03-10,Smyrna,SKU-3003,Desk Organizer,Office Supplies,3,$21.50
52370,02/24/2025,atlanta,SKU-1001,Wireless Mouse,Electronics,6,24.99
50907,2025-02-22,Alpharetta,SKU-3001,Notebook 3-Pack,Office Supplies,2,8.49
50341,02/14/2025,Marietta,SKU-2002,Standing Desk,Furniture,3,349.00
52382,05/09/2025,Alpharetta,SKU-3001,Notebook 3-Pack,Office Supplies,4,8.49
52750,09-Feb-2025,Smyrna,SKU-1002,Mechanical Keyboard,Electronics,1,89.99
50872,2025-01-10,smyrna,SKU-3002,Gel Pens 12ct,Office Supplies,2,11.99
51470,02/03/2025,Kennesaw,SKU-3002,Gel Pens 12ct,Office Supplies,1,11.99
50532,2025-05-24,ATLANTA,SKU-2002,Standing Desk,Furniture,1,349.00
50783,03/09/2025,Kennesaw,SKU-3001,Notebook 3-Pack,Office Supplies,1,8.49
50742,2025-03-19,Atlanta,SKU-1001,Wireless Mouse,Electronics,6,$24.99
51478,01/21/2025,Marietta,SKU-2002,Standing Desk,Furniture,3,349.00
52449,05/07/2025,Smyrna,SKU-1003,USB-C Hub,Electronics,2,$39.99
51764,2025-04-06,Marietta,SKU-2002,Standing Desk,Furniture,4,349.00
51344,2025-05-28,ALPHARETTA,SKU-2001,Office Chair,Furniture,1,189.00
51454,20-Jun-2025,Atlanta,SKU-3002,Gel Pens 12ct,Office Supplies,5, 11.99 
50789,2025-01-11,Alpharetta,SKU-1002,Mechanical Keyboard,Electronics,3,89.99
50571,26-May-2025,Marietta,SKU-3001,Notebook 3-Pack,Office Supplies,1, 8.49 
52869,21-Apr-2025,Smyrna,SKU-1002,Mechanical Keyboard,Electronics,3,89.99
50206,2025-03-24,smyrna,SKU-2002,Standing Desk,Furniture,3,$349.00
50723,06-Feb-2025,Kennesaw,SKU-2001,Office Chair,Furniture,3,189.00
52210,17-May-2025,smyrna,SKU-1001,Wireless Mouse,Electronics,4,24.99
52968,06/18/2025,Kennesaw,SKU-3001,Notebook 3-Pack,Office Supplies,6, 8.49 
51755,2025-05-28,Kennesaw,SKU-3002,Gel Pens 12ct,Office Supplies,3,$11.99
141480,02/05/2025,ALPHARETTA,SKU-3002,Gel Pens 12ct,Office Supplies,-2,11.99
51203,04/21/2025,Alpharetta,SKU-1002,Mechanical Keyboard,Electronics,3,89.99
50177,03/13/2025,Kennesaw,SKU-3001,Notebook 3-Pack,Office Supplies,2,8.49
51131,2025-04-01,Kennesaw,SKU-2001,Office Chair,Furniture,6,189.00
142325,02/03/2025,Atlanta,,Desk Organizer,Office Supplies,5,21.50
51521,2025-02-08,Marietta,SKU-1001,Wireless Mouse,Electronics,4,24.99
51917,12-May-2025,Kennesaw,SKU-1001,Wireless Mouse,Electronics,6,24.99
51630,2025-02-23,SMYRNA,SKU-3001,Notebook 3-Pack,Office Supplies,5,8.49
51567,2025-06-05,Kennesaw,SKU-1003,USB-C Hub,Electronics,5,$39.99
50991,2025-05-12,Alpharetta,SKU-2001,Office Chair,Furniture,4,189.00
52588,2025-03-30,Alpharetta,SKU-3001,Notebook 3-Pack,Office Supplies,5,8.49
51130,03/19/2025,Kennesaw,SKU-3002,Gel Pens 12ct,Office Supplies,5,11.99
50581,2025-06-29,KENNESAW,SKU-3002,Gel Pens 12ct,Office Supplies,1,11.99
50016,2025-04-23,Atlanta,SKU-1003,USB-C Hub,Electronics,1,39.99
51914,14-Apr-2025,Kennesaw,SKU-2002,Standing Desk,Furniture,5,$349.00
50084,03/22/2025,Smyrna,SKU-2001,Office Chair,Furniture,4, 189.00 
52090,06/02/2025,SMYRNA,SKU-1001,Wireless Mouse,Electronics,3, 24.99 
142469,2025-05-21,Alpharetta,SKU-3001,Notebook 3-Pack,Office Supplies,N/A,8.49
52570,02/09/2025,Smyrna,SKU-2001,Office Chair,Furniture,2,189.00
50800,04/14/2025,Marietta,SKU-1003,USB-C Hub,Electronics,4,39.99
50254,01/28/2025,Marietta,SKU-2001,Office Chair,Furniture,6,$189.00
52770,2025-04-12,Alpharetta,SKU-1001,Wireless Mouse,Electronics,6,24.99
51864,25-May-2025,Marietta,SKU-2001,Office Chair,Furniture,2,189.00
51994,06/13/2025,Alpharetta,SKU-1002,Mechanical Keyboard,Electronics,6,89.99
52923,01/04/2025,Smyrna,SKU-3003,Desk Organizer,Office Supplies,4,21.50
52191,04/29/2025,Smyrna,SKU-3001,Notebook 3-Pack,Office Supplies,1,8.49
50113,2025-04-19,Kennesaw,SKU-1002,Mechanical Keyboard,Electronics,1,89.99
52784,04/11/2025,atlanta,SKU-3003,Desk Organizer,Office Supplies,5,21.50
51446,2025-01-27,Marietta,SKU-1003,USB-C Hub,Electronics,5,$39.99
51408,2025-01-14,Marietta,SKU-3001,Notebook 3-Pack,Office Supplies,1,8.49
50677,13-Mar-2025,marietta,SKU-2002,Standing Desk,Furniture,6,349.00
50520,2025-01-27,marietta,SKU-1001,Wireless Mouse,Electronics,3,24.99
52549,01/25/2025,Alpharetta,SKU-2002,Standing Desk,Furniture,4,349.00
52515,01/14/2025,Kennesaw,SKU-3001,Notebook 3-Pack,Office Supplies,6,8.49
50480,23-Feb-2025,Alpharetta,SKU-1001,Wireless Mouse,Electronics,2,$24.99
140906,03/14/2025,KENNESAW,,USB-C Hub,Electronics,3,39.99
52635,05/16/2025,Marietta,SKU-1003,USB-C Hub,Electronics,3,$39.99
51503,2025-05-12,Alpharetta,SKU-1003,USB-C Hub,Electronics,6,39.99
51858,02-Apr-2025,ATLANTA,SKU-3003,Desk Organizer,Office Supplies,4, 21.50 
50705,11-Jan-2025,Marietta,SKU-3003,Desk Organizer,Office Supplies,3,21.50
52311,2025-03-23,SMYRNA,SKU-1001,Wireless Mouse,Electronics,6,24.99
52652,02/01/2025,Atlanta,SKU-3003,Desk Organizer,Office Supplies,3,$21.50
52721,2025-04-24,Atlanta,SKU-1003,USB-C Hub,Electronics,2,39.99
50236,08-Apr-2025,Alpharetta,SKU-1001,Wireless Mouse,Electronics,3,24.99
51086,24-Mar-2025,alpharetta,SKU-1003,USB-C Hub,Electronics,4,$39.99
52017,2025-03-22,Smyrna,SKU-3002,Gel Pens 12ct,Office Supplies,6,11.99
51332,27-Feb-2025,Atlanta,SKU-2001,Office Chair,Furniture,3,189.00
50811,2025-06-28,Marietta,SKU-3003,Desk Organizer,Office Supplies,4,$21.50
50040,09-Jun-2025,atlanta,SKU-2002,Standing Desk,Furniture,5,$349.00
51278,2025-04-20,Alpharetta,SKU-1003,USB-C Hub,Electronics,4,39.99
51880,2025-02-04,Atlanta,SKU-2001,Office Chair,Furniture,2,189.00
51634,2025-05-01,Alpharetta,SKU-3002,Gel Pens 12ct,Office Supplies,2,$11.99
51733,2025-01-25,Marietta,SKU-3002,Gel Pens 12ct,Office Supplies,1, 11.99 
50810,2025-03-15,atlanta,SKU-3003,Desk Organizer,Office Supplies,6,21.50
52636,02/28/2025,MARIETTA,SKU-2002,Standing Desk,Furniture,1,349.00
52735,01/22/2025,SMYRNA,SKU-3003,Desk Organizer,Office Supplies,5,21.50
50342,2025-04-25,Smyrna,SKU-2001,Office Chair,Furniture,5,189.00
52375,02-May-2025,Atlanta,SKU-2002,Standing Desk,Furniture,3,349.00
52060,2025-01-15,Smyrna,SKU-1001,Wireless Mouse,Electronics,5,$24.99
51728,04/30/2025,Marietta,SKU-1001,Wireless Mouse,Electronics,6,24.99
50045,06/09/2025,marietta,SKU-1003,USB-C Hub,Electronics,1, 39.99 
51365,2025-06-19,Kennesaw,SKU-1003,USB-C Hub,Electronics,6,$39.99
51140,2025-06-01,Marietta,SKU-1001,Wireless Mouse,Electronics,1,24.99
51350,2025-06-30,Smyrna,SKU-3001,Notebook 3-Pack,Office Supplies,2,8.49
52184,29-Jun-2025,Atlanta,SKU-2001,Office Chair,Furniture,5,189.00
52901,2025-03-06,kennesaw,SKU-2001,Office Chair,Furniture,2, 189.00 
50798,2025-02-23,Smyrna,SKU-2001,Office Chair,Furniture,2,189.00
51418,03/19/2025,Alpharetta,SKU-3003,Desk Organizer,Office Supplies,6,21.50
51745,2025-05-19,SMYRNA,SKU-3002,Gel Pens 12ct,Office Supplies,1,11.99
50139,2025-06-14,Kennesaw,SKU-3002,Gel Pens 12ct,Office Supplies,5,$11.99
51311,2025-03-29,Alpharetta,SKU-1001,Wireless Mouse,Electronics,3,24.99
52753,2025-03-06,Kennesaw,SKU-1001,Wireless Mouse,Electronics,3, 24.99 
50628,2025-03-27,Atlanta,SKU-3003,Desk Organizer,Office Supplies,1,21.50
50716,2025-01-21,Kennesaw,SKU-2002,Standing Desk,Furniture,6, 349.00 
50390,17-Apr-2025,Marietta,SKU-1003,USB-C Hub,Electronics,4,39.99
52560,2025-01-22,ATLANTA,SKU-2001,Office Chair,Furniture,1,189.00
51839,04/10/2025,Alpharetta,SKU-1001,Wireless Mouse,Electronics,2,24.99
51154,05/03/2025,smyrna,SKU-2002,Standing Desk,Furniture,2, 349.00 
52500,2025-06-12,Smyrna,SKU-2002,Standing Desk,Furniture,2,$349.00
50306,08-Apr-2025,Kennesaw,SKU-1003,USB-C Hub,Electronics,6,39.99
51924,2025-05-24,Marietta,SKU-1002,Mechanical Keyboard,Electronics,1,89.99
52609,2025-06-17,KENNESAW,SKU-1002,Mechanical Keyboard,Electronics,5,89.99
52093,2025-05-18,Alpharetta,SKU-3002,Gel Pens 12ct,Office Supplies,3,11.99
50004,2025-01-17,Smyrna,SKU-1001,Wireless Mouse,Electronics,5,24.99
52492,2025-04-23,Kennesaw,SKU-3002,Gel Pens 12ct,Office Supplies,1,11.99
52088,28-Feb-2025,smyrna,SKU-3001,Notebook 3-Pack,Office Supplies,3,8.49
51078,01-May-2025,Marietta,SKU-1001,Wireless Mouse,Electronics,2, 24.99 
52055,05/04/2025,Alpharetta,SKU-3001,Notebook 3-Pack,Office Supplies,4,8.49
51498,28-May-2025,Marietta,SKU-2001,Office Chair,Furniture,5, 189.00 
51455,02-Apr-2025,Atlanta,SKU-1002,Mechanical Keyboard,Electronics,1,89.99
52199,06/25/2025,SMYRNA,SKU-1003,USB-C Hub,Electronics,5,39.99
52079,02/06/2025,Kennesaw,SKU-1003,USB-C Hub,Electronics,2,$39.99
51393,2025-06-17,smyrna,SKU-1002,Mechanical Keyboard,Electronics,2,89.99
51980,29-Mar-2025,Marietta,SKU-1002,Mechanical Keyboard,Electronics,6,$89.99
52276,2025-03-30,Alpharetta,SKU-3002,Gel Pens 12ct,Office Supplies,1,11.99
50778,02/25/2025,Kennesaw,SKU-3001,Notebook 3-Pack,Office Supplies,4,$8.49
51611,2025-04-19,kennesaw,SKU-3003,Desk Organizer,Office Supplies,2, 21.50 
52357,07-Jun-2025,Smyrna,SKU-1002,Mechanical Keyboard,Electronics,1,89.99
50828,2025-03-31,Kennesaw,SKU-1003,USB-C Hub,Electronics,6,39.99
52101,22-Feb-2025,atlanta,SKU-3001,Notebook 3-Pack,Office Supplies,5,$8.49
50203,04/09/2025,Smyrna,SKU-3003,Desk Organizer,Office Supplies,3,21.50
50434,04/17/2025,Alpharetta,SKU-1002,Mechanical Keyboard,Electronics,5,89.99
140597,04/09/2025,SMYRNA,SKU-1003,USB-C Hub,Electronics,-2,$39.99
51875,2025-03-07,MARIETTA,SKU-1002,Mechanical Keyboard,Electronics,6, 89.99 
52533,26-Jun-2025,alpharetta,SKU-3001,Notebook 3-Pack,Office Supplies,1,8.49
51760,05/18/2025,Marietta,SKU-3001,Notebook 3-Pack,Office Supplies,2,8.49
52523,2025-02-14,Marietta,SKU-2002,Standing Desk,Furniture,4,$349.00
51582,05/26/2025,Marietta,SKU-3003,Desk Organizer,Office Supplies,1,21.50
50431,2025-06-06,SMYRNA,SKU-3002,Gel Pens 12ct,Office Supplies,3,$11.99
52031,2025-03-12,Marietta,SKU-1002,Mechanical Keyboard,Electronics,6,89.99
50625,2025-04-05,Marietta,SKU-2002,Standing Desk,Furniture,5,349.00
51530,2025-01-10,Kennesaw,SKU-3002,Gel Pens 12ct,Office Supplies,5,11.99
52127,02/21/2025,Atlanta,SKU-3003,Desk Organizer,Office Supplies,5,$21.50
52711,01/03/2025,Marietta,SKU-1001,Wireless Mouse,Electronics,4,24.99
52979,2025-01-17,Alpharetta,SKU-2001,Office Chair,Furniture,4,189.00
50858,01/16/2025,Alpharetta,SKU-2001,Office Chair,Furniture,5, 189.00 
52133,03/30/2025,Atlanta,SKU-1001,Wireless Mouse,Electronics,5,$24.99
50975,06/15/2025,Atlanta,SKU-1003,USB-C Hub,Electronics,5,39.99
52520,03/21/2025,Kennesaw,SKU-2002,Standing Desk,Furniture,1,$349.00
51145,2025-02-22,Kennesaw,SKU-1003,USB-C Hub,Electronics,2,39.99
50653,04-Mar-2025,Atlanta,SKU-3001,Notebook 3-Pack,Office Supplies,1,8.49
51766,01/19/2025,Atlanta,SKU-3001,Notebook 3-Pack,Office Supplies,1,8.49
50962,2025-01-22,alpharetta,SKU-3002,Gel Pens 12ct,Office Supplies,4,11.99
140633,2025-02-13,Kennesaw,,Office Chair,Furniture,6,189.00
52263,08-Mar-2025,smyrna,SKU-2001,Office Chair,Furniture,6,189.00
50472,06/25/2025,atlanta,SKU-3003,Desk Organizer,Office Supplies,1,21.50
51696,03/05/2025,smyrna,SKU-1002,Mechanical Keyboard,Electronics,6,89.99
50637,2025-05-07,SMYRNA,SKU-3003,Desk Organizer,Office Supplies,3,21.50
52281,02/17/2025,Atlanta,SKU-3003,Desk Organizer,Office Supplies,6, 21.50 
52558,14-Apr-2025,Atlanta,SKU-2002,Standing Desk,Furniture,1,$349.00
51981,2025-01-16,Smyrna,SKU-1001,Wireless Mouse,Electronics,6,24.99
51352,06/15/2025,Atlanta,SKU-1001,Wireless Mouse,Electronics,6,24.99
140362,28-Mar-2025,Atlanta,,Gel Pens 12ct,Office Supplies,3,11.99
51269,05/09/2025,alpharetta,SKU-3003,Desk Organizer,Office Supplies,3,21.50
51583,03/17/2025,Smyrna,SKU-1002,Mechanical Keyboard,Electronics,6,$89.99
51849,2025-04-28,Atlanta,SKU-3002,Gel Pens 12ct,Office Supplies,5,11.99
52385,05/02/2025,Atlanta,SKU-3001,Notebook 3-Pack,Office Supplies,3,8.49
52946,25-Jan-2025,Atlanta,SKU-2002,Standing Desk,Furniture,2,$349.00
51614,2025-04-26,alpharetta,SKU-1001,Wireless Mouse,Electronics,3,24.99
52589,03/06/2025,Kennesaw,SKU-1002,Mechanical Keyboard,Electronics,4,89.99
50321,01/24/2025,Atlanta,SKU-1003,USB-C Hub,Electronics,3,39.99
51258,2025-04-26,Alpharetta,SKU-2002,Standing Desk,Furniture,1,$349.00
52806,05/27/2025,Smyrna,SKU-3001,Notebook 3-Pack,Office Supplies,4,$8.49
52180,2025-05-27,Kennesaw,SKU-3002,Gel Pens 12ct,Office Supplies,4,11.99
52087,2025-03-31,ALPHARETTA,SKU-1002,Mechanical Keyboard,Electronics,5,89.99
52964,2025-04-02,Atlanta,SKU-3002,Gel Pens 12ct,Office Supplies,4,$11.99
51510,01/23/2025,Alpharetta,SKU-3002,Gel Pens 12ct,Office Supplies,3,11.99
51354,2025-02-23,Atlanta,SKU-3003,Desk Organizer,Office Supplies,6,21.50
52703,02/25/2025,Alpharetta,SKU-1001,Wireless Mouse,Electronics,1,24.99
51306,2025-03-30,Smyrna,SKU-2002,Standing Desk,Furniture,6,349.00
52043,05/20/2025,Kennesaw,SKU-1003,USB-C Hub,Electronics,1, 39.99 
51961,05-Feb-2025,Kennesaw,SKU-1001,Wireless Mouse,Electronics,3,$24.99
51601,2025-01-21,ALPHARETTA,SKU-2002,Standing Desk,Furniture,3,349.00
50295,18-Feb-2025,Smyrna,SKU-1001,Wireless Mouse,Electronics,6,24.99
51424,01-Jun-2025,Kennesaw,SKU-1003,USB-C Hub,Electronics,4,$39.99
50202,01-May-2025,Atlanta,SKU-1003,USB-C Hub,Electronics,2,$39.99
51941,2025-05-28,alpharetta,SKU-1001,Wireless Mouse,Electronics,5,$24.99
52868,2025-03-25,Kennesaw,SKU-3001,Notebook 3-Pack,Office Supplies,1,$8.49
50686,13-Feb-2025,ALPHARETTA,SKU-2002,Standing Desk,Furniture,6,349.00
50022,05/13/2025,ATLANTA,SKU-3003,Desk Organizer,Office Supplies,3,21.50
