ticker,trade_date,open,high,low,close,volume
AAPL,2023-02-13,172.8,174.17,172.11,174.13,8846033
AAPL,2023-02-14,174.13,176.04,173.18,175.66,4821264
AAPL,2023-02-15,175.66,177.87,173.92,175.75,5691935
AAPL,2023-02-16,175.75,179.59,175.74,177.78,8289650
AAPL,2023-02-17,177.78,177.84,175.63,175.9,1759857
AAPL,2023-02-20,175.9,177.5,175.62,176.55,6608404
AAPL,2023-02-21,176.55,178.62,175.33,177.96,6403359
AAPL,2023-02-22,177.96,179.14,176.87,177.31,5498142
AAPL,2023-02-23,177.31,183.41,176.78,181.36,7283960
AAPL,2023-02-24,181.36,182.38,180.87,182.34,9183781
AAPL,2023-02-27,182.34,183.09,177.95,179.06,7718694
AAPL,2023-02-28,179.06,181.42,177.6,180.98,3453280
AAPL,2023-03-01,180.98,181.7,179.26,179.91,2392346
AAPL,2023-03-02,179.91,187.66,179.88,184.38,3084063
AAPL,2023-03-03,184.38,186.66,182.34,183.81,4595321
AAPL,2023-03-06,183.81,184.58,178.49,179.78,8587971
AAPL,2023-03-07,179.78,181.72,176.03,176.34,2179618
AAPL,2023-03-08,176.34,177.64,175.07,177.46,7140222
AAPL,2023-03-09,177.46,178.02,174.03,176.06,4834290
AAPL,2023-03-10,176.06,178.2,176.03,176.58,6525483
AAPL,2023-03-13,176.58,177.78,176.35,176.47,13456437
AAPL,2023-03-14,176.47,177.35,175.39,176.72,3558574
AAPL,2023-03-15,176.72,178.6,174.1,174.63,9064010
AAPL,2023-03-16,174.63,174.63,168.97,169.39,4180575
AAPL,2023-03-17,169.39,174.75,167.76,173.0,8337339
AAPL,2023-03-20,173.0,173.1,166.97,167.38,1135174
AAPL,2023-03-21,167.38,167.57,165.07,165.25,1464197
AAPL,2023-03-22,165.25,165.94,163.35,163.5,6869389
AAPL,2023-03-23,163.5,166.92,163.1,166.79,10305193
AAPL,2023-03-24,166.79,167.53,165.78,166.37,7593186
AAPL,2023-03-27,166.37,167.03,163.08,163.94,2264923
AAPL,2023-03-28,163.94,168.31,163.92,166.29,6206249
AAPL,2023-03-29,166.29,167.61,165.94,166.16,6937087
AAPL,2023-03-30,166.16,167.68,164.58,167.0,7446740
AAPL,2023-03-31,167.0,167.85,165.47,166.08,2780230
AAPL,2023-04-03,166.08,168.69,165.59,167.44,15844974
AAPL,2023-04-04,167.44,168.5,165.72,166.45,4538827
AAPL,2023-04-05,166.45,167.09,165.63,166.53,4996675
AAPL,2023-04-06,166.53,166.85,160.8,160.95,2231062
AAPL,2023-04-07,160.95,161.47,158.95,159.52,20116082
AAPL,2023-04-10,159.52,160.06,158.68,158.74,3267734
AAPL,2023-04-11,158.74,159.54,158.48,159.35,4248731
AAPL,2023-04-12,159.35,162.01,158.71,160.77,16574308
AAPL,2023-04-13,160.77,161.62,160.21,160.91,5495617
AAPL,2023-04-14,160.91,162.67,159.42,161.01,38515491
AAPL,2023-04-17,161.01,163.26,160.26,162.33,8501558
AAPL,2023-04-18,162.33,164.95,161.19,163.99,5203340
AAPL,2023-04-19,163.99,164.01,160.23,161.46,9545316
AAPL,2023-04-20,161.46,161.95,159.46,160.08,3815538
AAPL,2023-04-21,160.08,161.59,159.97,161.14,2182913
AAPL,2023-04-24,161.14,161.44,160.06,160.96,4831644
AAPL,2023-04-25,160.96,164.45,160.06,162.8,7161566
AAPL,2023-04-26,162.8,166.81,162.73,165.63,2902397
AAPL,2023-04-27,165.63,167.22,163.88,165.9,3874277
AAPL,2023-04-28,165.9,166.24,162.4,162.51,5035284
AAPL,2023-05-01,162.51,165.07,161.39,164.39,4790011
AAPL,2023-05-02,164.39,164.48,162.97,163.11,4195721
AAPL,2023-05-03,163.11,164.34,162.55,162.76,2685561
AAPL,2023-05-04,162.76,165.52,162.58,165.25,8310913
AAPL,2023-05-05,165.25,167.63,163.59,167.61,4082664
AAPL,2023-05-08,167.61,171.14,166.78,171.0,10923646
AAPL,2023-05-09,171.0,171.96,169.76,171.08,1682916
AAPL,2023-05-10,171.08,171.33,168.91,169.39,2256554
AAPL,2023-05-11,169.39,169.39,164.64,165.07,2958260
AAPL,2023-05-12,165.07,167.94,164.99,167.71,9123411
AAPL,2023-05-15,167.71,168.94,165.83,166.74,13287512
AAPL,2023-05-16,166.74,174.19,166.58,172.37,4793998
AAPL,2023-05-17,172.37,173.21,169.92,169.95,12173181
AAPL,2023-05-18,169.95,170.89,169.02,169.26,1569277
AAPL,2023-05-19,169.26,170.27,162.11,162.34,4212027
AAPL,2023-05-22,162.34,164.03,161.65,161.83,9061166
AAPL,2023-05-23,161.83,162.99,160.68,160.94,4741012
AAPL,2023-05-24,160.94,162.42,160.58,161.98,1365215
AAPL,2023-05-25,161.98,166.77,161.32,166.56,5133941
AAPL,2023-05-26,166.56,167.75,163.67,165.23,3146737
AAPL,2023-05-29,165.23,165.85,164.53,165.58,6320886
AAPL,2023-05-30,165.58,165.76,162.9,162.92,7176982
AAPL,2023-05-31,162.92,162.92,160.22,160.65,3762538
AAPL,2023-06-01,160.65,160.98,156.25,156.48,5080625
AAPL,2023-06-02,156.48,159.17,156.33,158.15,4204532
AAPL,2023-06-05,158.15,159.42,158.09,158.85,5657073
AAPL,2023-06-06,158.85,160.37,158.68,159.31,6800960
AAPL,2023-06-07,159.31,162.12,158.54,161.39,5094654
AAPL,2023-06-08,161.39,161.5,158.79,159.04,12855336
AAPL,2023-06-09,159.04,161.02,157.97,160.24,5914465
AAPL,2023-06-12,160.24,162.37,160.22,161.93,10760691
AAPL,2023-06-13,161.93,163.08,161.0,162.48,3535509
AAPL,2023-06-14,162.48,163.21,162.1,162.15,7415790
AAPL,2023-06-15,162.15,164.24,161.67,161.83,6556048
AAPL,2023-06-16,161.83,163.78,161.53,163.62,6176384
AAPL,2023-06-19,163.62,165.53,163.34,164.17,11877606
AAPL,2023-06-20,164.17,165.25,159.78,161.48,4550781
AAPL,2023-06-21,161.48,162.99,158.01,158.16,3280002
AAPL,2023-06-22,158.16,158.17,156.28,157.37,4203857
AAPL,2023-06-23,157.37,158.58,155.06,155.98,5352394
AAPL,2023-06-26,155.98,156.83,154.79,155.01,4222890
AAPL,2023-06-27,155.01,161.59,154.45,160.4,6870575
AAPL,2023-06-28,160.4,161.8,157.24,157.6,4939970
AAPL,2023-06-29,157.6,159.32,156.57,159.05,5339422
AAPL,2023-06-30,159.05,159.49,156.66,157.27,18456637
AAPL,2023-07-03,157.27,158.4,155.01,155.48,11043975
AAPL,2023-07-04,155.48,162.09,155.28,161.38,4398612
AAPL,2023-07-05,161.38,165.31,160.52,165.22,3256409
AAPL,2023-07-06,165.22,165.27,163.34,164.57,7542092
AAPL,2023-07-07,164.57,165.18,157.68,158.9,6245149
AAPL,2023-07-10,158.9,161.05,158.0,160.46,5719040
AAPL,2023-07-11,160.46,166.29,160.04,166.2,10655072
AAPL,2023-07-12,166.2,166.81,165.16,166.59,1314439
AAPL,2023-07-13,166.59,168.73,165.76,168.64,13033397
AAPL,2023-07-14,168.64,169.95,166.65,167.88,1799901
AAPL,2023-07-17,167.88,168.94,160.96,162.56,3918942
AAPL,2023-07-18,162.56,165.3,160.74,162.4,5322616
AAPL,2023-07-19,162.4,162.59,159.14,160.15,5036530
AAPL,2023-07-20,160.15,160.65,157.98,159.2,5935271
AAPL,2023-07-21,159.2,159.64,159.15,159.39,9084828
AAPL,2023-07-24,159.39,160.2,154.16,155.48,14370185
AAPL,2023-07-25,155.48,158.64,154.06,158.41,10725800
AAPL,2023-07-26,158.41,159.33,155.58,155.73,7945072
AAPL,2023-07-27,155.73,156.13,152.85,154.99,3138466
AAPL,2023-07-28,154.99,157.26,153.68,156.31,4498513
AAPL,2023-07-31,156.31,157.69,155.4,155.55,8442102
AAPL,2023-08-01,155.55,156.51,154.46,155.14,10738578
AAPL,2023-08-02,155.14,156.82,151.96,153.36,3835393
AAPL,2023-08-03,153.36,155.29,152.56,154.67,7474972
AAPL,2023-08-04,154.67,155.52,153.88,155.23,2725820
AAPL,2023-08-07,155.23,155.24,152.17,152.79,2868755
AAPL,2023-08-08,152.79,153.69,150.48,151.02,3258686
AAPL,2023-08-09,151.02,151.61,149.08,149.14,6414772
AAPL,2023-08-10,149.14,151.24,147.99,151.21,3157285
AAPL,2023-08-11,151.21,151.73,149.56,150.78,5203556
AAPL,2023-08-14,150.78,152.19,149.29,149.88,7810117
AAPL,2023-08-15,149.88,150.44,147.41,148.55,14850109
AAPL,2023-08-16,148.55,149.79,144.66,145.06,4662765
AAPL,2023-08-17,145.06,145.1,143.21,143.54,2338056
AAPL,2023-08-18,143.54,144.52,141.56,144.15,7780071
AAPL,2023-08-21,144.15,144.44,142.2,142.71,10272704
AAPL,2023-08-22,142.71,145.28,142.51,144.09,2785538
AAPL,2023-08-23,144.09,146.08,144.01,145.12,4675057
AAPL,2023-08-24,145.12,146.03,142.95,143.75,3184593
AAPL,2023-08-25,143.75,145.32,138.66,138.91,11362907
AAPL,2023-08-28,138.91,139.38,138.18,139.11,3820508
AAPL,2023-08-29,139.11,140.26,133.47,134.81,3624086
AAPL,2023-08-30,134.81,139.45,134.29,138.57,10672605
AAPL,2023-08-31,138.57,141.2,138.31,140.46,7238667
AAPL,2023-09-01,140.46,140.64,138.88,139.64,4242143
AAPL,2023-09-04,139.64,141.26,139.2,139.86,42526768
AAPL,2023-09-05,139.86,140.44,138.36,138.5,10396437
AAPL,2023-09-06,138.5,140.17,137.6,139.61,5969514
AAPL,2023-09-07,139.61,140.6,138.94,140.06,3669440
AAPL,2023-09-08,140.06,142.64,139.57,142.18,3539960
AAPL,2023-09-11,142.18,142.7,142.08,142.23,3616778
AAPL,2023-09-12,142.23,142.35,141.64,141.86,9111050
AAPL,2023-09-13,141.86,142.72,141.69,141.85,2395155
AAPL,2023-09-14,141.85,142.06,139.16,139.23,5613816
AAPL,2023-09-15,139.23,140.12,138.49,140.06,7848183
AAPL,2023-09-18,140.06,140.67,139.91,140.43,1791207
AAPL,2023-09-19,140.43,142.38,139.79,142.14,5709120
AAPL,2023-09-20,142.14,142.41,139.87,140.08,22095870
AAPL,2023-09-21,140.08,141.12,137.81,137.9,5052361
AAPL,2023-09-22,137.9,138.33,135.78,136.46,4898503
AAPL,2023-09-25,136.46,136.93,133.33,133.62,11110184
AAPL,2023-09-26,133.62,135.35,133.15,134.56,4413745
AAPL,2023-09-27,134.56,135.4,132.68,132.69,6321136
AAPL,2023-09-28,132.69,133.12,128.25,128.47,6635647
AAPL,2023-09-29,128.47,132.47,127.69,131.62,8005564
AAPL,2023-10-02,131.62,135.41,130.05,134.32,12587148
AAPL,2023-10-03,134.32,134.45,132.86,134.07,4024604
AAPL,2023-10-04,134.07,134.25,131.81,132.39,12966139
AAPL,2023-10-05,132.39,132.62,131.38,131.5,7442847
AAPL,2023-10-06,131.5,132.06,130.86,131.17,3333587
AAPL,2023-10-09,131.17,132.58,130.97,131.69,2142033
AAPL,2023-10-10,131.69,132.36,131.19,132.1,7452640
AAPL,2023-10-11,132.1,132.3,130.57,130.58,4873633
AAPL,2023-10-12,130.58,130.93,128.89,129.61,6454043
AAPL,2023-10-13,129.61,130.18,126.88,127.45,3818963
AAPL,2023-10-16,127.45,127.61,126.84,127.59,3145275
AAPL,2023-10-17,127.59,128.36,126.34,126.96,6470697
AAPL,2023-10-18,126.96,127.14,123.16,123.83,2174160
AAPL,2023-10-19,123.83,124.67,120.88,121.13,8611439
AAPL,2023-10-20,121.13,121.79,120.36,120.78,4613266
AAPL,2023-10-23,120.78,121.27,119.53,119.91,2395939
AAPL,2023-10-24,119.91,122.46,119.58,121.96,19632556
AAPL,2023-10-25,121.96,123.02,121.69,122.58,8364984
AAPL,2023-10-26,122.58,123.9,122.24,123.67,9390059
AAPL,2023-10-27,123.67,124.93,122.25,123.82,6465678
AAPL,2023-10-30,123.82,126.24,122.89,125.29,6288474
AAPL,2023-10-31,125.29,127.63,125.12,127.32,2132305
AAPL,2023-11-01,127.32,129.2,126.63,128.92,13935013
AAPL,2023-11-02,128.92,128.96,125.55,126.68,11302322
AAPL,2023-11-03,126.68,127.04,124.63,125.54,3796784
AAPL,2023-11-06,125.54,126.21,124.4,126.01,3066074
AAPL,2023-11-07,126.01,129.11,126.0,128.68,3396259
AAPL,2023-11-08,128.68,128.99,126.06,126.42,3693272
AAPL,2023-11-09,126.42,128.6,125.64,128.12,12535688
AAPL,2023-11-10,128.12,129.13,127.87,129.01,10538600
AAPL,2023-11-13,129.01,130.17,126.78,127.55,3573049
AAPL,2023-11-14,127.55,129.29,126.52,128.8,4095424
AAPL,2023-11-15,128.8,129.35,127.99,128.21,2930608
AAPL,2023-11-16,128.21,130.4,127.68,129.45,8064416
AAPL,2023-11-17,129.45,129.89,125.96,126.53,4311823
AAPL,2023-11-20,126.53,127.61,125.79,127.18,3888868
AAPL,2023-11-21,127.18,128.34,125.87,126.48,2630281
AAPL,2023-11-22,126.48,127.0,126.19,126.64,7890806
AAPL,2023-11-23,126.64,128.19,126.38,127.55,6838547
AAPL,2023-11-24,127.55,127.74,126.03,126.03,5669987
AAPL,2023-11-27,126.03,126.31,123.19,123.89,9301166
AAPL,2023-11-28,123.89,130.0,123.37,129.35,4166917
AAPL,2023-11-29,129.35,131.06,129.08,129.81,7724447
AAPL,2023-11-30,129.81,130.86,129.19,129.87,8935873
AAPL,2023-12-01,129.87,129.91,127.51,128.05,1621636
AAPL,2023-12-04,128.05,129.24,127.96,128.5,2140634
AAPL,2023-12-05,128.5,129.14,126.3,128.94,4720904
AAPL,2023-12-06,128.94,133.15,128.23,132.58,3194407
AAPL,2023-12-07,132.58,133.1,128.67,129.6,1524805
AAPL,2023-12-08,129.6,129.62,128.99,129.46,11572638
AAPL,2023-12-11,129.46,130.4,128.62,130.28,3071954
AAPL,2023-12-12,130.28,130.48,129.05,130.13,5128647
AAPL,2023-12-13,130.13,132.76,129.6,131.97,3952429
AAPL,2023-12-14,131.97,132.39,129.36,129.4,6485188
AAPL,2023-12-15,129.4,131.86,129.36,131.6,5691274
AAPL,2023-12-18,131.6,134.4,130.99,134.33,8480377
AAPL,2023-12-19,134.33,136.04,133.33,135.93,15483941
AAPL,2023-12-20,135.93,136.12,134.4,135.67,4782416
AAPL,2023-12-21,135.67,136.56,133.63,134.6,5067445
AAPL,2023-12-22,134.6,136.17,132.98,136.04,23109311
AAPL,2023-12-25,136.04,137.96,135.89,137.42,7439478
AAPL,2023-12-26,137.42,138.42,134.66,135.09,2923747
AAPL,2023-12-27,135.09,136.01,132.95,133.71,10451648
AAPL,2023-12-28,133.71,136.38,132.09,136.24,5955213
AAPL,2023-12-29,136.24,136.42,135.94,136.37,9757946
AAPL,2024-01-01,136.37,136.56,133.67,134.59,3265006
AAPL,2024-01-02,134.59,137.17,134.1,136.18,4594803
AAPL,2024-01-03,136.18,138.13,135.6,137.63,1612489
AAPL,2024-01-04,137.63,138.54,136.63,137.67,2111751
AAPL,2024-01-05,137.67,138.04,136.51,137.85,4312609
AAPL,2024-01-08,137.85,140.41,137.44,139.48,3090804
AAPL,2024-01-09,139.48,139.89,136.25,137.1,4030054
AAPL,2024-01-10,137.1,139.13,136.24,139.06,4133414
AAPL,2024-01-11,139.06,139.63,136.65,138.99,5334342
AAPL,2024-01-12,138.99,142.02,138.34,141.52,11291356
AAPL,2024-01-15,141.52,145.12,141.15,144.51,4556409
AAPL,2024-01-16,144.51,146.07,142.48,142.9,18905091
AAPL,2024-01-17,142.9,146.37,142.65,145.88,3309242
AAPL,2024-01-18,145.88,146.77,142.24,143.27,2710809
AAPL,2024-01-19,143.27,143.61,139.79,140.35,6044016
AAPL,2024-01-22,140.35,141.54,140.08,141.41,4588356
AAPL,2024-01-23,141.41,142.69,138.67,138.87,2478633
AAPL,2024-01-24,138.87,139.23,135.69,135.82,3514622
AAPL,2024-01-25,135.82,136.84,133.4,134.37,2667322
AAPL,2024-01-26,134.37,139.01,134.26,138.64,3488420
AAPL,2024-01-29,138.64,138.65,136.96,137.36,9672956
AAPL,2024-01-30,137.36,138.47,136.1,136.96,7839573
AAPL,2024-01-31,136.96,137.72,136.36,137.68,10506709
AAPL,2024-02-01,137.68,138.59,134.99,135.5,5360584
AAPL,2024-02-02,135.5,137.26,132.94,134.22,7067565
AAPL,2024-02-05,134.22,134.93,134.11,134.7,4777683
AAPL,2024-02-06,134.7,136.54,134.26,135.6,3976873
AAPL,2024-02-07,135.6,139.2,134.86,138.85,3920603
AAPL,2024-02-08,138.85,140.78,138.08,140.42,3201698
AAPL,2024-02-09,140.42,143.13,140.12,142.55,9246890
AAPL,2024-02-12,142.55,142.63,139.89,139.95,13614710
AAPL,2024-02-13,139.95,140.97,139.84,140.46,4595197
AAPL,2024-02-14,140.46,140.51,135.41,135.88,6900590
AAPL,2024-02-15,135.88,137.24,133.3,133.92,14529289
AAPL,2024-02-16,133.92,134.46,132.11,132.53,5718009
AAPL,2024-02-19,132.53,133.74,131.97,132.0,6653965
AAPL,2024-02-20,132.0,134.26,131.82,134.14,2867517
AAPL,2024-02-21,134.14,134.36,132.33,132.33,3078149
AAPL,2024-02-22,132.33,132.46,129.42,130.08,3410449
AAPL,2024-02-23,130.08,131.19,126.8,128.59,7660005
AAPL,2024-02-26,128.59,129.69,125.61,126.65,1761247
AAPL,2024-02-27,126.65,127.34,125.32,126.07,16387924
AAPL,2024-02-28,126.07,126.21,124.21,125.94,19794825
AAPL,2024-02-29,125.94,127.79,125.44,126.84,5978286
AAPL,2024-03-01,126.84,127.52,124.75,124.95,6531123
AAPL,2024-03-04,124.95,125.26,123.95,124.06,2619535
AAPL,2024-03-05,124.06,126.71,123.09,125.88,6982197
AAPL,2024-03-06,125.88,128.09,125.53,127.79,3162466
AAPL,2024-03-07,127.79,127.89,125.41,126.1,4191868
AAPL,2024-03-08,126.1,130.25,125.03,130.09,8718701
AAPL,2024-03-11,130.09,130.38,129.09,129.11,4020851
AAPL,2024-03-12,129.11,132.09,128.07,131.8,4036161
AAPL,2024-03-13,131.8,135.82,131.75,135.3,7225172
AAPL,2024-03-14,135.3,137.78,135.13,136.45,3981706
AAPL,2024-03-15,136.45,137.1,135.54,136.06,5246190
AAPL,2024-03-18,136.06,138.36,135.66,136.72,6811012
AAPL,2024-03-19,136.72,137.36,134.55,134.6,5886960
AAPL,2024-03-20,134.6,138.59,134.36,137.87,6911794
AAPL,2024-03-21,137.87,138.03,136.26,137.96,1233161
AAPL,2024-03-22,137.96,138.56,135.87,136.44,3204811
AAPL,2024-03-25,136.44,137.47,135.64,137.29,9025904
AAPL,2024-03-26,137.29,137.63,135.83,136.13,4368321
AAPL,2024-03-27,136.13,142.08,134.81,141.33,5885884
AAPL,2024-03-28,141.33,142.7,138.78,139.32,5174330
AAPL,2024-03-29,139.32,140.68,138.77,140.39,1581118
AAPL,2024-04-01,140.39,141.15,139.46,140.9,7431164
AAPL,2024-04-02,140.9,145.22,140.48,143.94,3694856
AAPL,2024-04-03,143.94,144.2,141.04,141.55,3905569
AAPL,2024-04-04,141.55,143.62,141.16,141.74,6659554
AAPL,2024-04-05,141.74,145.74,141.31,145.25,4431731
AAPL,2024-04-08,145.25,148.93,145.1,148.18,9895519
AAPL,2024-04-09,148.18,149.77,147.81,149.35,3452457
AAPL,2024-04-10,149.35,150.45,148.48,149.37,5050884
AAPL,2024-04-11,149.37,151.25,148.89,150.96,1867581
AAPL,2024-04-12,150.96,151.96,149.77,151.72,1989893
AAPL,2024-04-15,151.72,153.98,151.34,153.03,5461411
AAPL,2024-04-16,153.03,154.98,152.63,154.39,2604001
AAPL,2024-04-17,154.39,155.21,153.77,154.3,9639120
AAPL,2024-04-18,154.3,154.38,150.81,151.65,16879911
AAPL,2024-04-19,151.65,153.87,150.75,152.68,9820610
AAPL,2024-04-22,152.68,155.12,150.28,154.9,3591095
AAPL,2024-04-23,154.9,158.3,152.63,158.07,6983452
AAPL,2024-04-24,158.07,160.66,156.82,160.62,3600406
AAPL,2024-04-25,160.62,161.18,155.72,156.6,6867424
AAPL,2024-04-26,156.6,158.97,155.28,158.03,2676023
AAPL,2024-04-29,158.03,158.52,156.43,157.36,6492018
AAPL,2024-04-30,157.36,158.24,157.05,157.47,6997634
AAPL,2024-05-01,157.47,163.73,156.65,163.39,7566349
AAPL,2024-05-02,163.39,168.01,162.87,167.56,2147275
AAPL,2024-05-03,167.56,169.17,165.97,168.77,7647460
AAPL,2024-05-06,168.77,169.54,165.23,165.55,1829092
AAPL,2024-05-07,165.55,167.79,164.81,167.65,6759157
AAPL,2024-05-08,167.65,167.72,159.35,160.55,8300439
AAPL,2024-05-09,160.55,160.97,159.0,159.24,3211366
AAPL,2024-05-10,159.24,159.52,154.02,154.43,39562665
AAPL,2024-05-13,154.43,158.6,154.27,158.17,3866128
AAPL,2024-05-14,158.17,159.69,154.58,154.79,7171055
AAPL,2024-05-15,154.79,154.93,152.74,153.96,12462860
AAPL,2024-05-16,153.96,156.91,153.8,155.61,4581351
AAPL,2024-05-17,155.61,156.65,150.77,152.54,2758637
AAPL,2024-05-20,152.54,155.89,151.21,154.14,4141627
AAPL,2024-05-21,154.14,154.54,152.35,152.84,5533005
AAPL,2024-05-22,152.84,159.91,151.3,158.52,10614232
AAPL,2024-05-23,158.52,160.46,157.96,159.52,3851931
AAPL,2024-05-24,159.52,161.5,158.41,159.19,3160084
AAPL,2024-05-27,159.19,160.36,156.9,157.99,5378490
AAPL,2024-05-28,157.99,158.59,156.34,157.29,7176423
AAPL,2024-05-29,157.29,158.02,150.2,151.45,1595686
AAPL,2024-05-30,151.45,151.59,145.05,146.13,11237072
AAPL,2024-05-31,146.13,147.41,144.54,145.32,2096903
AAPL,2024-06-03,145.32,148.2,144.57,148.14,8432412
AAPL,2024-06-04,148.14,151.48,148.05,150.56,13580904
AAPL,2024-06-05,150.56,151.8,150.18,151.59,2758974
AAPL,2024-06-06,151.59,152.7,151.01,152.45,4550400
AAPL,2024-06-07,152.45,153.03,149.33,149.9,18721966
AAPL,2024-06-10,149.9,150.8,148.56,149.86,7237278
AAPL,2024-06-11,149.86,150.56,147.62,147.72,2740609
AAPL,2024-06-12,147.72,149.16,147.16,147.9,8686165
AAPL,2024-06-13,147.9,150.92,147.38,150.36,5249012
AAPL,2024-06-14,150.36,152.51,149.54,150.87,13820223
AAPL,2024-06-17,150.87,156.76,150.06,156.37,7737675
AAPL,2024-06-18,156.37,162.51,155.55,162.3,1789377
AAPL,2024-06-19,162.3,163.57,158.61,160.24,8556514
AAPL,2024-06-20,160.24,166.5,160.19,166.21,3607765
AAPL,2024-06-21,166.21,167.49,162.99,163.83,5309380
AAPL,2024-06-24,163.83,164.7,162.83,163.17,9295916
AAPL,2024-06-25,163.17,166.98,162.76,166.35,9773127
AAPL,2024-06-26,166.35,166.4,161.66,162.41,3959684
AAPL,2024-06-27,162.41,162.87,161.95,162.31,5927921
AAPL,2024-06-28,162.31,165.81,162.18,165.0,1901078
AAPL,2024-07-01,165.0,165.78,163.68,163.9,5892531
AAPL,2024-07-02,163.9,166.84,163.58,166.49,3598961
AAPL,2024-07-03,166.49,169.56,165.59,169.18,3011770
AAPL,2024-07-04,169.18,170.77,167.92,170.74,6077036
AAPL,2024-07-05,170.74,173.13,169.97,172.64,10134434
AAPL,2024-07-08,172.64,173.04,171.21,171.93,3440127
AAPL,2024-07-09,171.93,179.63,171.57,179.07,5273344
AAPL,2024-07-10,179.07,183.47,178.15,183.42,9217702
AAPL,2024-07-11,183.42,187.2,182.39,186.36,8168008
AAPL,2024-07-12,186.36,187.42,184.07,184.39,7896565
AAPL,2024-07-15,184.39,185.85,182.58,183.31,4471418
AAPL,2024-07-16,183.31,183.8,178.12,178.65,9563925
AAPL,2024-07-17,178.65,179.36,177.56,179.0,4382181
AAPL,2024-07-18,179.0,180.29,178.19,178.89,6680238
AAPL,2024-07-19,178.89,180.46,173.81,175.11,6930970
AAPL,2024-07-22,175.11,175.28,174.04,174.27,3549141
AAPL,2024-07-23,174.27,177.45,173.55,177.24,5514199
AAPL,2024-07-24,177.24,178.54,176.64,177.46,4917624
AAPL,2024-07-25,177.46,179.32,176.59,178.07,3153412
AAPL,2024-07-26,178.07,178.76,177.89,178.14,5211875
AAPL,2024-07-29,178.14,178.7,173.82,174.15,7731416
AAPL,2024-07-30,174.15,177.16,173.06,176.36,6703856
AAPL,2024-07-31,176.36,178.61,176.11,178.54,23749842
AAPL,2024-08-01,178.54,180.24,177.58,180.12,2183803
AAPL,2024-08-02,180.12,180.22,179.09,179.57,6295134
AAPL,2024-08-05,179.57,179.75,177.78,178.4,20954927
AAPL,2024-08-06,178.4,179.87,177.97,179.7,3874008
AAPL,2024-08-07,179.7,179.85,176.56,178.45,5833031
AAPL,2024-08-08,178.45,179.19,174.57,175.31,13652906
AAPL,2024-08-09,175.31,175.88,172.7,174.04,3138271
AAPL,2024-08-12,174.04,175.66,173.45,175.4,1859449
AAPL,2024-08-13,175.4,178.08,175.34,177.1,2943683
AAPL,2024-08-14,177.1,180.0,176.62,178.76,5323270
AAPL,2024-08-15,178.76,179.17,174.04,174.98,2631714
AAPL,2024-08-16,174.98,176.6,174.02,176.57,5449766
AAPL,2024-08-19,176.57,176.96,169.11,169.97,10683893
AAPL,2024-08-20,169.97,170.76,169.92,170.64,3265117
AAPL,2024-08-21,170.64,171.14,167.59,168.46,15656865
AAPL,2024-08-22,168.46,168.59,166.11,167.27,9116285
AAPL,2024-08-23,167.27,170.51,167.04,170.39,8858273
AAPL,2024-08-26,170.39,171.76,169.66,171.73,4978164
AAPL,2024-08-27,171.73,172.13,166.91,167.79,1289321
AAPL,2024-08-28,167.79,168.23,165.44,165.74,3614902
AAPL,2024-08-29,165.74,165.91,161.61,162.18,2680029
AAPL,2024-08-30,162.18,163.23,161.02,161.62,4008919
AAPL,2024-09-02,161.62,166.92,159.67,165.31,6609243
